;Débit horaire;Taux d'occupation;datetime;year;month;day;hour;dayofweek;Date;C1_School closing;C2_Workplace closing;C3_Cancel public events;C4_Restrictions on gatherings;C5_Close public transport;C6_Stay at home requirements;C7_Restrictions on internal movement;StringencyLegacyIndexForDisplay;ContainmentHealthIndexForDisplay;nom_jour_ferie;jour_ferie;nom_vacance_scolaire;vacance_scolaire
10;971.0;9.03611;2019-11-01 13:00:00+00:00;2019;11;1;13;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
11;919.0;9.55;2019-11-01 14:00:00+00:00;2019;11;1;14;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
12;913.0;29.517220000000002;2019-11-01 15:00:00+00:00;2019;11;1;15;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
13;865.0;7.911110000000001;2019-11-01 16:00:00+00:00;2019;11;1;16;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
14;845.0;7.66833;2019-11-01 17:00:00+00:00;2019;11;1;17;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
15;928.0;26.22222;2019-11-01 18:00:00+00:00;2019;11;1;18;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
16;871.0;23.26333;2019-11-01 19:00:00+00:00;2019;11;1;19;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
17;551.0;3.55611;2019-11-01 20:00:00+00:00;2019;11;1;20;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
18;449.0;2.99556;2019-11-01 21:00:00+00:00;2019;11;1;21;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
19;429.0;2.67722;2019-11-01 22:00:00+00:00;2019;11;1;22;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
20;456.0;3.91945;2019-11-01 23:00:00+00:00;2019;11;1;23;4;2019-11-01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Toussaint;1;ascension;1
21;341.0;2.16222;2019-11-02 00:00:00+00:00;2019;11;2;0;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
22;244.0;1.2733299999999999;2019-11-02 01:00:00+00:00;2019;11;2;1;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
23;214.0;1.14222;2019-11-02 02:00:00+00:00;2019;11;2;2;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
24;175.0;1.00944;2019-11-02 03:00:00+00:00;2019;11;2;3;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
25;127.0;0.73222;2019-11-02 04:00:00+00:00;2019;11;2;4;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
26;150.0;0.75667;2019-11-02 05:00:00+00:00;2019;11;2;5;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
27;176.0;1.15167;2019-11-02 06:00:00+00:00;2019;11;2;6;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
28;253.0;1.9677799999999999;2019-11-02 07:00:00+00:00;2019;11;2;7;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
29;343.0;2.76167;2019-11-02 08:00:00+00:00;2019;11;2;8;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
30;683.0;8.33278;2019-11-02 09:00:00+00:00;2019;11;2;9;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
31;779.0;8.262780000000001;2019-11-02 10:00:00+00:00;2019;11;2;10;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
32;855.0;8.18222;2019-11-02 11:00:00+00:00;2019;11;2;11;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
33;892.0;9.852780000000001;2019-11-02 12:00:00+00:00;2019;11;2;12;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
34;756.0;5.75889;2019-11-02 13:00:00+00:00;2019;11;2;13;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
35;838.0;6.896669999999999;2019-11-02 14:00:00+00:00;2019;11;2;14;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
36;869.0;10.33944;2019-11-02 15:00:00+00:00;2019;11;2;15;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
37;908.0;8.99667;2019-11-02 16:00:00+00:00;2019;11;2;16;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
38;935.0;12.65778;2019-11-02 17:00:00+00:00;2019;11;2;17;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
39;970.0;28.710559999999997;2019-11-02 18:00:00+00:00;2019;11;2;18;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
40;993.0;42.821670000000005;2019-11-02 19:00:00+00:00;2019;11;2;19;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
41;705.0;9.59056;2019-11-02 20:00:00+00:00;2019;11;2;20;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
42;510.0;3.2288900000000003;2019-11-02 21:00:00+00:00;2019;11;2;21;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
43;473.0;2.725;2019-11-02 22:00:00+00:00;2019;11;2;22;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
44;435.0;3.03278;2019-11-02 23:00:00+00:00;2019;11;2;23;5;2019-11-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
45;379.0;2.075;2019-11-03 00:00:00+00:00;2019;11;3;0;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
46;307.0;1.455;2019-11-03 01:00:00+00:00;2019;11;3;1;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
47;289.0;1.36945;2019-11-03 02:00:00+00:00;2019;11;3;2;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
48;208.0;1.04389;2019-11-03 03:00:00+00:00;2019;11;3;3;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
49;195.0;1.11889;2019-11-03 04:00:00+00:00;2019;11;3;4;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
50;135.0;0.6855600000000001;2019-11-03 05:00:00+00:00;2019;11;3;5;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
51;131.0;0.71222;2019-11-03 06:00:00+00:00;2019;11;3;6;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
52;202.0;1.40945;2019-11-03 07:00:00+00:00;2019;11;3;7;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
53;215.0;1.825;2019-11-03 08:00:00+00:00;2019;11;3;8;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
54;372.0;2.75444;2019-11-03 09:00:00+00:00;2019;11;3;9;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
55;525.0;3.97278;2019-11-03 10:00:00+00:00;2019;11;3;10;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
56;655.0;5.065;2019-11-03 11:00:00+00:00;2019;11;3;11;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
57;837.0;5.84333;2019-11-03 12:00:00+00:00;2019;11;3;12;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
58;788.0;6.11278;2019-11-03 13:00:00+00:00;2019;11;3;13;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
59;984.0;27.375;2019-11-03 14:00:00+00:00;2019;11;3;14;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
60;929.0;37.98;2019-11-03 15:00:00+00:00;2019;11;3;15;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
61;929.0;13.03278;2019-11-03 16:00:00+00:00;2019;11;3;16;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
62;967.0;18.6;2019-11-03 17:00:00+00:00;2019;11;3;17;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
63;974.0;30.35445;2019-11-03 18:00:00+00:00;2019;11;3;18;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
64;854.0;10.20222;2019-11-03 19:00:00+00:00;2019;11;3;19;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
65;645.0;3.79889;2019-11-03 20:00:00+00:00;2019;11;3;20;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
66;589.0;3.69;2019-11-03 21:00:00+00:00;2019;11;3;21;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
67;459.0;2.78445;2019-11-03 22:00:00+00:00;2019;11;3;22;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
68;328.0;2.0194400000000003;2019-11-03 23:00:00+00:00;2019;11;3;23;6;2019-11-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
69;269.0;1.79056;2019-11-04 00:00:00+00:00;2019;11;4;0;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
70;193.0;1.19056;2019-11-04 01:00:00+00:00;2019;11;4;1;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
71;116.0;0.68111;2019-11-04 02:00:00+00:00;2019;11;4;2;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
72;73.0;0.46111;2019-11-04 03:00:00+00:00;2019;11;4;3;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
73;68.0;0.42556000000000005;2019-11-04 04:00:00+00:00;2019;11;4;4;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
74;132.0;0.78167;2019-11-04 05:00:00+00:00;2019;11;4;5;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
75;298.0;2.1177799999999998;2019-11-04 06:00:00+00:00;2019;11;4;6;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
76;738.0;7.94222;2019-11-04 07:00:00+00:00;2019;11;4;7;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
77;809.0;43.99055;2019-11-04 08:00:00+00:00;2019;11;4;8;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
78;927.0;18.83944;2019-11-04 09:00:00+00:00;2019;11;4;9;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
79;817.0;8.59111;2019-11-04 10:00:00+00:00;2019;11;4;10;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
80;861.0;7.38;2019-11-04 11:00:00+00:00;2019;11;4;11;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
81;781.0;7.000560000000001;2019-11-04 12:00:00+00:00;2019;11;4;12;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
82;795.0;6.31722;2019-11-04 13:00:00+00:00;2019;11;4;13;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
83;878.0;7.537780000000001;2019-11-04 14:00:00+00:00;2019;11;4;14;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
84;949.0;9.831669999999999;2019-11-04 15:00:00+00:00;2019;11;4;15;0;2019-11-04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;pas_ferie;0;ascension;1
